district_id,district_name,id,name,street,house_number,zip_code,phone_number,type,sponsor_id,sponsor_name,etrs_y,etrs_x,places
01,Mitte,01010560,Kita St. Elisabeth,Elisabethkirchstr.,21,10115,+49304496527,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5821571.0,0391248.8,125
01,Mitte,01010570,Zions-Kindergarten,Griebenowstr.,16,10435,+49304490416,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5821787.2,0391819.3,85
01,Mitte,01010580,Ev. Kita Sophien,Große Hamburger Str.,28,10115,+493024342439,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820649.2,0391393.2,84
01,Mitte,01010590,Kindergarten Alegria Jardin infantil,Mohrenstr.,7,10117,+493051055655,Reguläre Einrichtung,1301,Alegria Kiga gGmbH,5819189.0,0390557.6,100
01,Mitte,01010620,Kita Habersaathstraße,Habersaathstr.,5,10115,+49302823535,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5821392.6,0389720.1,90
01,Mitte,01010630,Kita Kinderinsel,Eichendorffstr.,17,10115,+493041716928,Reguläre Einrichtung,1310,Kinderinsel e. V. Inselnest,5821226.5,0390605.0,30
01,Mitte,01010640,Kinderladen Rosenthaler Vorstadt,Wolliner Str.,60,10435,+493054713948,Reguläre Einrichtung,1152,Kinderladen Rosenthaler Vorstadt e.V.,5821958.1,0391718.7,19
01,Mitte,01010720,Kita Fürstenberger Str. 4/5/Kigä City,Fürstenberger Str.,4,10435,+49304620678,Reguläre Einrichtung,0120,Kindergärten City,5821978.2,0391805.6,180
01,Mitte,01010810,EKT - Rosinante,Strelitzer Str.,71,10115,+49301636939419,Reguläre Einrichtung,1173,Rosinante e.V.,5821642.9,0391213.0,17
01,Mitte,01010830,"EKT - ""Pippi Langstrumpf""",Krausnickstr.,3A,10115,+49302479252,Reguläre Einrichtung,0508,Kinderladen Pippi Langstrumpf e.V.,5820633.6,0391207.8,21
01,Mitte,01010850,Kita Cavalo-Marinho/Portubi e.V.,Anklamer Str.,46,10115,+493048491840,Reguläre Einrichtung,1332,PORTUBI e. V.,5821741.1,0391259.1,30
01,Mitte,01010870,Kinderladen Oskar Kirschkern,Anklamer Str.,29,10115,+493017643318775,Reguläre Einrichtung,0772,Kirschkern e.V.,5821888.5,0391509.5,35
01,Mitte,01010890,Kindergarten Alegria,Voßstr.,12,10117,+493051055655,Reguläre Einrichtung,1301,Alegria Kiga gGmbH,5819145.9,0390064.6,45
01,Mitte,01010940,EKT NaturKindergarten Berlin Mitte,Krausnickstr.,11,10115,+493027596089,Reguläre Einrichtung,1388,Initiative zur Gründung eines Naturkindergartens in Berlin Mitte e.V.,5820668.3,0391341.0,19
01,Mitte,01010950,Musikkindergarten Berlin,Leipziger Str.,41,10117,+493070084892,Reguläre Einrichtung,1713,MUSIKKINDERGARTEN BERLIN e.V. c/o Staatsoper im Schillertheater,5818974.5,0391026.3,135
01,Mitte,01010960,Kinderladen Paul Kirschkern,Anklamer Str.,29,10115,+493017643320882,Reguläre Einrichtung,0772,Kirschkern e.V.,5821888.5,0391509.5,25
01,Mitte,01010980,Berlin Metropolitan School,Linienstr.,122,10115,+4930887273918,Reguläre Einrichtung,7373,Berlin Metropolitan School gGmbH,5820863.3,0390811.9,140
01,Mitte,01011000,Lauder Nitzan Kindergarten Yeshivat Beit Zion-Lauder Jüdisches Lehrhaus,Brunnenstr.,33,10115,+4930405046925,Reguläre Einrichtung,1391,Lauder Yeshurun gGmbH,5821792.4,0391352.4,70
01,Mitte,01011020,Kita CASA AZUL - MAISON BLEUE,Reinhardtstr.,31,10117,+493024083164,Reguläre Einrichtung,7393,CASA AZUL - BLAUES HAUS e.V.,5820401.4,0390147.4,45
01,Mitte,01011030,Kita Torstraße,Torstr.,134,10119,+493024628214,Reguläre Einrichtung,7434,"Be Smart Academy ""Alte Seifenfabrik"" gGmbH",5821115.9,0391454.7,102
01,Mitte,01011290,Kinderladen IrgendWieAnders,Wilhelmine-Gemberg-Weg,10,10179,+493017624464410,Reguläre Einrichtung,8120,FürKinder e. V.,5818994.9,0393086.1,25
01,Mitte,01011300,Kinderladen Emil Kirschkern,Ackerstr.,3A,10115,+493017643327555,Reguläre Einrichtung,0772,Kirschkern e.V.,5821201.8,0391323.2,25
01,Mitte,01011330,Kita an der Humboldt-Universität zu Berlin,Ziegelstr.,5,10117,+4930939398620,Reguläre Einrichtung,1256,studierendenWERK BERLIN,5820469.4,0390754.1,88
01,Mitte,01011400,FRÖBEL - Kindergarten Charité Mitte,Invalidenstr.,103A,10115,+493028094011,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5821198.6,0390164.1,70
01,Mitte,01011470,Kita Schmidchen,Schmidstr.,4,10179,+493040362060,Reguläre Einrichtung,1339,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,5818873.0,0392691.4,215
01,Mitte,01011490,Deutsch-Italienische Kita/Kigä City,Schmidstr.,2E,10179,+4930830290,Reguläre Einrichtung,0120,Kindergärten City,5818816.3,0392651.3,55
01,Mitte,01011510,Inklusionskita Salamander Fischerinsel,Mühlendamm,1,10179,+493053843379,Reguläre Einrichtung,9013,Kita Salamander gGmbH,5819426.8,0391863.4,25
01,Mitte,01020010,Kita Fantasia,Bredowstr.,27A,10551,+49309895301,Reguläre Einrichtung,0107,Orte für Kinder GmbH,5821497.9,0387388.0,135
01,Mitte,01020020,Kita Paradies für Kinder,Calvinstr.,16,10557,+49309480196,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,5820256.2,0388115.2,98
01,Mitte,01020030,Kita Emdener Str. 11/Kigä City,Emdener Str.,11,10551,+49309408573,Reguläre Einrichtung,0120,Kindergärten City,5821213.6,0386989.8,220
01,Mitte,01020040,Kita Havelberger Str. 21/Kigä City,Havelberger Str.,21,10559,+49309494392,Reguläre Einrichtung,0120,Kindergärten City,5821585.6,0387859.1,158
01,Mitte,01020050,Kita/Kinder in Bewegung (KiB),Klopstockstr.,29,10557,+49306409507,Reguläre Einrichtung,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,5819883.8,0387382.3,93
01,Mitte,01020060,Evangelische Kindertagesstätte St. Johannis der Gemeinde Tiergarten,Alt-Moabit,25,10559,+49309889094,Reguläre Einrichtung,0450,Ev. Kirchengemeinde Tiergarten,5820694.3,0388010.4,75
01,Mitte,01020080,Kita Birkelinchen/Ev. Kirchengem. Heilige-Geist,Birkenstr.,60,10559,+493044724023,Reguläre Einrichtung,0451,Ev. Kirchengemeinde Heilige-Geist,5821357.5,0387809.2,30
01,Mitte,01020090,KITA Sonnenschein,Pohlstr.,87,10785,+493023005178,Reguläre Einrichtung,1355,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,5818067.9,0388753.2,135
01,Mitte,01020100,Kita Rathenower Str. 15/Kigä City,Rathenower Str.,15,10559,+493074780168,Reguläre Einrichtung,0120,Kindergärten City,5821110.6,0388359.3,200
01,Mitte,01020110,Kita Otto,Ottostr.,16,10555,+4930927979,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820844.2,0387082.5,45
01,Mitte,01020120,Kita Sprachwelt,Rostocker Str.,32A,10553,+49309480513,Reguläre Einrichtung,1296,Jugend- und Sozialwerk gGmbH,5821512.9,0386440.1,110
01,Mitte,01020160,Ev. Kita Erlöser,Wikingerufer,9,10555,+4930912489,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820409.4,0386719.1,60
01,Mitte,01020180,Kita Holsteiner Ufer 12/Kigä City,Holsteiner Ufer,12,10557,+49306409506,Reguläre Einrichtung,0120,Kindergärten City,5820389.1,0387602.2,115
01,Mitte,01020200,Spreekita,Paulstr.,20D,10557,+493022635770,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,5820030.8,0388446.6,110
01,Mitte,01020210,Kath. Kita St. Laurentius,Bandelstr.,41,10559,+4930259365125,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5820951.2,0388047.0,65
01,Mitte,01020230,EKT - Cocorico et Co,Kluckstr.,29,10785,+493025799626,Reguläre Einrichtung,0562,COCORICO et Co. e. V.,5818219.4,0388782.1,19
01,Mitte,01020240,Kita Alt-Moabit 117/Kigä City,Alt-Moabit,117,10559,+49309805060,Reguläre Einrichtung,0120,Kindergärten City,5820558.6,0388351.3,105
01,Mitte,01020270,AWO Kita Maulwurf,Lützowstr.,83,10785,+49302618950,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,5818262.5,0388885.1,100
01,Mitte,01020280,AWO Kita Schmetterling,Turmstr.,71,10551,+49309741995,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,5820944.5,0386864.2,65
01,Mitte,01020310,EKT - Frecher Spatz,Elberfelder Str.,18,10555,+4930914540,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820364.6,0387082.2,20
01,Mitte,01020440,Kinderladen Stoppelhopser,Quitzowstr.,136,10559,+4930957578,Reguläre Einrichtung,1006,Stoppelhopser e.V.,5821838.7,0388196.9,25
01,Mitte,01020480,Kita Lehrter Straße 40,Lehrter Str.,40,10557,+49309703022,Reguläre Einrichtung,0120,Kindergärten City,5821804.4,0388673.2,74
01,Mitte,01020490,EKT - Maluch,Stephanstr.,17,10559,+4930967815,Reguläre Einrichtung,1038,Verein zur Förderung und Integration polnischer Kinder in der Berliner Gesellschaft e.V.,5821745.0,0388060.1,30
01,Mitte,01020500,EKT - Perle,Wilsnacker Str.,14,10559,+4930945859,Reguläre Einrichtung,0897,Perle e.V.,5821007.7,0388183.1,20
01,Mitte,01020510,Kita Safina,Rostocker Str.,26,10553,+49309480386,Reguläre Einrichtung,8428,HadeWe-Integra gemeinnützige GmbH,5821523.4,0386503.1,20
01,Mitte,01020520,EKT Flocke,Bochumer Str.,11,10555,+4930922126,Reguläre Einrichtung,0626,Elterninitiativ-Kindertagesstätten (EKT) Verein Flocke e.V.,5820379.3,0387250.5,25
01,Mitte,01020550,EKT - Drunter und Drüber,Stromstr.,58,10551,+4930951860,Reguläre Einrichtung,0602,EKT Drunter und Drüber Stromstraße 58 e.V.,5821003.4,0387591.7,23
01,Mitte,01020580,EKT Schneckenhaus,Flemingstr.,11,10557,+4930921261,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820228.2,0388515.4,18
01,Mitte,01020620,EKT - ALIBABA,Waldstr.,15,10551,+4930962664,Reguläre Einrichtung,0521,Ali Baba e.V.,5821291.4,0386821.0,15
01,Mitte,01020630,EKT Regenbogen,Calvinstr.,13,10557,+4930935555,Reguläre Einrichtung,0921,Eltern-Initiativ-Kindertagesstätte Regenbogen e.V.,5820354.9,0388140.3,18
01,Mitte,01020640,EKT - Kinderladen Badehaus,Wilsnacker Str.,62,10559,+4930946069,Reguläre Einrichtung,0744,Kinderladen Badehaus e.V.,5820969.1,0388157.4,26
01,Mitte,01020670,"EKT - Panther, Tiger und Co.",Lübecker Str.,13,10559,+4930948183,Reguläre Einrichtung,1054,VSU-Verein für Sozial- und Umweltpolitik Berlin e.V.,5821112.9,0387768.6,25
01,Mitte,01020680,EKT - Sagaland,Quitzowstr.,125,10559,+4930953052,Reguläre Einrichtung,0942,Sagaland e.V.,5821806.4,0387996.0,18
01,Mitte,01020700,Kita Emdener Str.,Emdener Str.,28,10551,+4930951367,Reguläre Einrichtung,8662,Forum Soziale Dienste Kita I GmbH,5821547.7,0387047.3,50
01,Mitte,01020730,Kita Huttenstr. 22A/Kigä City,Huttenstr.,22A,10553,+4930443521,Reguläre Einrichtung,0120,Kindergärten City,5821215.7,0385958.0,85
01,Mitte,01020740,Kita Lützowstraße,Lützowstr.,61,10785,+493023005177,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5818465.7,0388363.0,115
01,Mitte,01020750,Kita Lüneburger Straße,Lüneburger Str.,14,10557,+49309480391,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5820171.6,0388552.8,95
01,Mitte,01020760,EKT - Arche Moabit,Huttenstr.,31,10553,+4930495838,Reguläre Einrichtung,0533,Arche Moabit e.V.,5821268.4,0385731.6,32
01,Mitte,01020770,Kita Kleiner Frosch,Lübecker Str.,32,10559,+4930965210,Reguläre Einrichtung,8729,TEVBB Soziale Dienste GmbH,5821295.7,0387716.7,40
01,Mitte,01020780,Kenntnisreich Kindertagesstätte Am Zoo,Katharina-Heinroth-Ufer,1,10787,+493026931422,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,5818816.4,0387635.3,39
01,Mitte,01020790,KiBiLuga,Bissingzeile,15,10785,+49302641248,Reguläre Einrichtung,0107,Orte für Kinder GmbH,5818243.6,0389385.7,130
01,Mitte,01020820,Kita Pädagogisches Arbeitskollektiv,Emdener Str.,47,10551,+4930962071,Reguläre Einrichtung,1253,Pädagogisches Arbeitskollektiv e.V.,5821273.7,0386968.2,35
01,Mitte,01020830,Kita Verein für praktische Pädagogik,Alt-Moabit,133B,10557,+4930924465,Reguläre Einrichtung,1263,Verein für praktische Pädagogik Moabit e.V.,5820409.2,0388777.8,45
01,Mitte,01020840,Kinder- und Schülerladen Olle Burg,Waldstr.,42,10551,+4930955572,Reguläre Einrichtung,5309,Fokus plus gGmbH,5821359.3,0386791.9,30
01,Mitte,01020850,EKT - Der Kick - Initiative im Kiez,Birkenstr.,33,10551,+4930954982,Reguläre Einrichtung,5309,Fokus plus gGmbH,5821571.6,0387464.8,16
01,Mitte,01020860,Kinderladen Rosa Kirchkern,Bochumer Str.,2,10555,+493017643316670,Reguläre Einrichtung,0772,Kirschkern e.V.,5820688.8,0387221.4,28
01,Mitte,01020870,Kita Hansa-Ufer 3a Kigä City,Hansa-Ufer,3A,10555,+49304620664,Reguläre Einrichtung,0120,Kindergärten City,5820077.3,0387136.4,100
01,Mitte,01020890,Kita am Lützowplatz 1,Lützowplatz,1,10785,+493075940911,Reguläre Einrichtung,8259,Kenntnisreich Kindertagesstätten gGmbH,5818489.6,0388276.5,30
01,Mitte,01020900,Kita Swimmy,Siemensstr.,10,10551,+49309880470,Reguläre Einrichtung,7859,MiniKitas First gGmbH,5821588.4,0386882.6,25
01,Mitte,01020950,Kita SOS-Kinderdorf,Waldstr.,23,10551,+493099341,Reguläre Einrichtung,1347,SOS-Kinderdorf e.V.,5821470.2,0386852.6,126
01,Mitte,01020960,Kita an der UdK,Siegmunds Hof,17,10555,+4930939398480,Reguläre Einrichtung,1256,studierendenWERK BERLIN,5819686.0,0387058.5,70
01,Mitte,01021000,FRÖBEL Kindergarten Stepping Stones,Lützowstr.,106,10785,+493046997770,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5818041.3,0389268.5,170
01,Mitte,01021010,Kita Cheburashka-Tiergarten,Wilsnacker Str.,40,10559,+49309886617,Reguläre Einrichtung,7388,Cheburashka gGmbH,5821418.3,0388058.4,26
01,Mitte,01021060,EKT biberbau,Elberfelder Str.,19,10555,+493052102116,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820345.3,0387080.3,20
01,Mitte,01021090,Kinderladen Katz & Kedi,Jagowstr.,28,10555,+4930916129,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820568.0,0386957.9,24
01,Mitte,01021100,Die Bärenbande,Rostocker Str.,37,10553,+493098435840,Reguläre Einrichtung,7754,BEB Bildungseinrichtung für Erziehung und Bildung e.V.,5821339.1,0386477.9,23
01,Mitte,01021140,Kita Arlecchino,Alt-Moabit,35,10555,+4930983955,Reguläre Einrichtung,7989,Arlecchino gUG (haftungsbeschränkt),5820714.1,0387015.5,21
01,Mitte,01021160,Kita Spielraum Perlentaucher,Perleberger Str.,47,10559,+49309881662,Reguläre Einrichtung,9198,SpielRaum Kindertagesstätten Berlin gGmbH,5821375.1,0387931.1,50
01,Mitte,01021170,Kindergarten Schatztruhe,Spenerstr.,37,10557,+493063966448,Reguläre Einrichtung,8140,"MI-SA-DI gUG (haftungsbeschränkt) gemeinnützige Unternehmergesellschaft für Migration, Soziale Arbeit und Dialog",5820510.2,0388337.9,45
01,Mitte,01021180,Kita Elfenbein,Huttenstr.,21,10553,+49304507967,Reguläre Einrichtung,8150,GFBE gGmbH- Gesellschaft für Bildung und Erziehung,5821162.2,0385968.7,35
01,Mitte,01021190,AWO Kita am Spreebogen,Alt-Moabit,98,10559,+493044724001,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,5820692.4,0387819.4,40
01,Mitte,01021200,Kita Brighella,Alt-Moabit,37,10555,+49309839557,Reguläre Einrichtung,7989,Arlecchino gUG (haftungsbeschränkt),5820700.1,0386963.6,15
01,Mitte,01021210,Kita Olle Burg,Waldstr.,41,10551,+493020679347,Reguläre Einrichtung,5309,Fokus plus gGmbH,5821374.5,0386794.6,12
01,Mitte,01021220,KiLa Jagowspatzen,Jagowstr.,10,10555,+49302304860,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820392.6,0386976.2,60
01,Mitte,01021230,Kita am Essener Park,Alt-Moabit,86,10555,+49309840277,Reguläre Einrichtung,9200,GemBeki Gemeinsinn-für Berliner Kinder gGmbH,5820769.0,0387479.5,50
01,Mitte,01021240,Kita Engelsnest,Kaiserin-Augusta-Allee,101,10553,+493049085470,Reguläre Einrichtung,8360,Liberi Bildung gemeinnützige GmbH,5820829.9,0386010.6,25
01,Mitte,01021250,Kita Apfelkern,Elberfelder Str.,28,10555,+493049089209,Reguläre Einrichtung,8372,MetropolitanKids UG (haftungsbeschränkt),5820440.9,0387117.9,25
01,Mitte,01021260,Kita Safina,Erasmusstr.,7A,10553,+493094513770,Reguläre Einrichtung,8428,HadeWe-Integra gemeinnützige GmbH,5820947.2,0386481.0,20
01,Mitte,01021270,Kita Spielraum Havelsegler,Havelberger Str.,12,10559,+49309405500,Reguläre Einrichtung,8130,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,5821654.4,0387901.8,25
01,Mitte,01021300,Kita Bahnhof,Lützowstr.,68,10785,+49305050922,Reguläre Einrichtung,8645,Vielfalt auf Augenhöhe gGmbH,5818430.0,0388470.7,25
01,Mitte,01021310,Kita Kolibri,Jagowstr.,18,10555,+493050569685,Reguläre Einrichtung,5309,Fokus plus gGmbH,5820541.6,0386988.6,15
01,Mitte,01021320,SpielRaum Stephanshafen,Stephanstr.,53,10559,+493026598704,Reguläre Einrichtung,8130,GenerationenRaum gemeinnützige Gesellschaft zur Förderung generationsübergreifender Interaktion mbH,5821705.8,0388026.0,20
01,Mitte,01021330,Kita Bellevue,Paulstr.,18,10557,+493040748134,Reguläre Einrichtung,8675,fidea Bildung gGmbH,5820184.2,0388421.3,25
01,Mitte,01021340,Kita Elfenblume,Rostocker Str.,28,10553,+493040756202,Reguläre Einrichtung,8589,Forum für Bildung und Erziehung (FBE) gGmbH,5821553.7,0386503.1,25
01,Mitte,01021350,Kita Schatzinsel,Wiclefstr.,32,10551,+49306460372,Reguläre Einrichtung,8728,REFORMATIONS-Campus e. V.,5821443.9,0386696.5,130
01,Mitte,01021360,Kita Theobald Tiger,Perleberger Str.,39,10559,+4930965210,Reguläre Einrichtung,8729,TEVBB Soziale Dienste GmbH,5821244.6,0387712.9,17
01,Mitte,01021370,INA.KINDERGARTEN Berlin Kita in der Europacity,Lydia-Rabinowitsch-Str.,5,10557,+49309818162,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5821441.1,0389302.2,77
01,Mitte,01021380,Kita Spatzenvilla,Klara-Franke-Str.,1,10557,+49309918959,Reguläre Einrichtung,8894,E&K Education Care gUG,5821578.0,0388783.2,25
01,Mitte,01021390,Fröbel-Kindergarten Wasserstadt,Hedwig-Porschütz-Str.,6,10557,+493055462241,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5821678.8,0389167.6,47
01,Mitte,01021410,Kindergarten Beusselstraße,Beusselstr.,32A,10553,+493043974213,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5821366.3,0386641.2,120
01,Mitte,01021420,Kindergarten Lisa-Fittko-Str.,Lisa-Fittko-Str.,9,10557,+49309894975,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5821387.3,0389164.0,130
01,Mitte,01021430,Kita Zinzenprinzen,Zinzendorfstr.,5,10555,+4930916313,Reguläre Einrichtung,5309,Fokus plus gGmbH,5820538.4,0386832.2,18
01,Mitte,01021450,Heilpädagogische Gruppe Kita Sonnenschein,Pohlstr.,87,10785,+493021005178,Heilpädagogische Gruppe,1355,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,5818067.9,0388753.2,5
01,Mitte,01021460,Kita auf Augenhöhe,Lehrter Str.,54,10557,+493067387333,Reguläre Einrichtung,9207,auf Augenhöhe e.V.,5821740.4,0388664.3,23
01,Mitte,01021470,Leo Kirschkern,Klopstockstr.,1,10557,+493015566433074,Reguläre Einrichtung,0772,Kirschkern e.V.,5819612.9,0387186.8,23
01,Mitte,01021480,Little Kiwis,Rostocker Str.,40,10553,+49308934,Reguläre Einrichtung,8597,Little Kiwis Internationaler Kindergarten gemeinnützige UG (haftungsbeschränkt),5821294.1,0386478.0,24
01,Mitte,01030010,Kita Ackerstr. 60/Kigä City,Ackerstr.,60,13355,+49304620620,Reguläre Einrichtung,0120,Kindergärten City,5822025.1,0390623.8,208
01,Mitte,01030020,Kita Brüsseler Straße,Brüsseler Str.,30,13353,+49304541884,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,5822937.7,0387913.7,125
01,Mitte,01030030,Kita Ramlerstr. 9-10/Kigä City,Ramlerstr.,9,13355,+493043207225,Reguläre Einrichtung,0120,Kindergärten City,5823114.6,0391031.7,185
01,Mitte,01030050,Kita Edinburger Str. 38/Kigä City,Edinburger Str.,38,13349,+49304529987,Reguläre Einrichtung,0120,Kindergärten City,5824174.5,0388057.7,62
01,Mitte,01030080,Kita Ghanastr. 13/Kigä City,Ghanastr.,13,13351,+49304518047,Reguläre Einrichtung,0120,Kindergärten City,5824604.7,0386738.9,75
01,Mitte,01030090,Kita Sternenhimmel,Graunstr.,11A,13355,+493044383451,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,5822921.0,0391461.7,120
01,Mitte,01030140,Kita Kunterbunt,Gottschedstr.,27,13357,+493046060825,Reguläre Einrichtung,1329,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,5823793.9,0389612.6,105
