district_id,district_name,id,name,street,house_number,zip_code,phone_number,type,sponsor_id,sponsor_name,etrs_y,etrs_x,places
03,Pankow,03191370,Kita am Schlosspark,Tschaikowskistr.,12,13156,+4930516956235,Reguläre Einrichtung,1345,Vielfarb Social gGmbH,5826480.2,0391651.3,156
03,Pankow,03191380,Kath. Kita St. Georg,Breite Str.,44,13187,+4930259365165,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5825758.1,0392404.7,72
03,Pankow,03191390,Kath. Kita Maria Magdalena,Boris-Pasternak-Weg,16,13156,+4930259365164,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5826399.3,0391598.1,80
03,Pankow,03191440,EKT Simsalabim,Wilhelm-Kuhr-Str.,83,13187,+493049400215,Reguläre Einrichtung,7377,EKT Simsalabim e.V.,5825518.9,0391376.4,16
03,Pankow,03191450,Kinderladen Spielmäuse,Wolfshagener Str.,81,13187,+493043921893,Reguläre Einrichtung,7382,Siebenstein e. V.,5825957.5,0392327.2,25
03,Pankow,03191510,Villa Flohkiste,Hielscherstr.,2,13158,+493049856890,Reguläre Einrichtung,7411,Villa Flohkiste gemeinnützige GmbH,5827315.8,0389164.9,40
03,Pankow,03191530,Kinderladen Sterntaler,Dettelbacher Weg,28,13189,+493047596255,Reguläre Einrichtung,8628,KiTa Sterntaler gGmbH,5825573.9,0393332.3,53
03,Pankow,03191550,lara.berlin Kita,Schulstr.,30,13187,+493048620386,Reguläre Einrichtung,1311,Lara.berlin gGmbH,5825510.2,0392262.8,85
03,Pankow,03191560,EKT Stadtkinder,Rettigweg,4,13187,+493040049659,Reguläre Einrichtung,7570,Stadtkinder Pankow e. V.,5824970.4,0391298.9,21
03,Pankow,03191570,Kita Kleine Kapitäne Pankow,Selma-Lagerlöf-Str.,4,13189,+4930155,Reguläre Einrichtung,7571,Kita Pankower Pixxel gGmbH,5824588.1,0393309.2,22
03,Pankow,03191580,Kleine Abenteurer,Waldstr.,34,13156,+493047497333,Reguläre Einrichtung,7646,Kleine Abenteurer e. V.,5827601.0,0391409.2,23
03,Pankow,03191590,Kita Cheburashka-Pankow,Thulestr.,42,13189,+493048814180,Reguläre Einrichtung,7388,Cheburashka gGmbH,5823932.6,0393045.5,40
03,Pankow,03191600,Kita Kleine Mimmi,Dietzgenstr.,71,13156,+493047485907,Reguläre Einrichtung,7753,Kleine Mimmi e. V.,5827587.2,0391707.0,25
03,Pankow,03191610,Kita Lotusblüte,Tschaikowskistr.,13,13156,+493017645736953,Reguläre Einrichtung,7795,Lotusblüte e. V.,5826440.9,0391647.8,24
03,Pankow,03191620,Kita Meilenstein,Blankenburger Str.,9,13156,+493091422426,Reguläre Einrichtung,7883,Rednik gGmbH,5826940.2,0391982.7,50
03,Pankow,03191630,Kita Kleine Glückspilze,Hobrechtsfelder Chaussee,162,13125,+493094396152,Reguläre Einrichtung,1342,GFAJ e.V.,5834603.4,0397811.7,48
03,Pankow,03191640,Kita Kindererde Damerowstraße,Damerowstr.,64,13187,+493051649111,Reguläre Einrichtung,8141,Kindererde gemeinnützige GmbH,5825887.7,0392677.2,40
03,Pankow,03191650,Kinderhaus Sternenwiese,Berliner Str.,128,13187,+493040058626,Reguläre Einrichtung,3696,KARUNA Zukunft für Kinder und Jugendliche in Not International e.V.,5825622.9,0392348.8,60
03,Pankow,03191680,Kita Pankekinder,Wollankstr.,119,13187,+493048476182,Reguläre Einrichtung,7874,Pankekinder e. V.,5825327.4,0391417.5,26
03,Pankow,03191690,KitaEins,Hermann-Hesse-Str.,45,13156,+493049988899,Reguläre Einrichtung,1300,Pankower Früchtchen gGmbH,5826519.4,0391302.7,136
03,Pankow,03191700,Kita Paul und Paula,Grabbeallee,44,13156,+493040049657,Reguläre Einrichtung,7926,"""Paul & Paula"" UG (haftungsbeschränkt)",5826290.3,0391510.2,40
03,Pankow,03191710,Kindergarten Affenbande,Mendelstr.,42,13187,+493053162402,Reguläre Einrichtung,7876,planned child gGmbH,5826360.5,0392818.5,31
03,Pankow,03191720,Kita Villa Lobo,Wilhelm-Wolff-Str.,15,13156,+49304431885700,Reguläre Einrichtung,1299,Hanna gGmbH Kita-Trägerschaften,5826804.6,0391272.9,84
03,Pankow,03191730,Kita Kindererde Berliner Straße,Berliner Str.,7,13127,+493081407766,Reguläre Einrichtung,8141,Kindererde gemeinnützige GmbH,5828664.5,0393866.1,75
03,Pankow,03191740,Kita Sternschnuppe,Brehmestr.,25,13187,+493048479200,Reguläre Einrichtung,8075,Kita Sternschnuppe gGmbH,5824721.8,0391444.1,25
03,Pankow,03191750,Kita Clownfisch,Maximilianstr.,6,13187,+493023934995,Reguläre Einrichtung,8077,BfA gGmbH,5824660.5,0392300.3,22
03,Pankow,03191760,Kita Schillersternchen,Schillerstr.,21,13156,+493047376225,Reguläre Einrichtung,8081,MASAkids gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),5827994.8,0392138.7,60
03,Pankow,03191770,Kindergarten Waldkind,Wiltbergstr.,29A,13125,+49302505619,Reguläre Einrichtung,8498,Spielkultur Berlin-Buch e. V.,5832892.0,0397898.8,24
03,Pankow,03191800,Kita Ludwig Hoffmann Quartier,Wiltbergstr.,50,13125,+49301760578121,Reguläre Einrichtung,3696,KARUNA Zukunft für Kinder und Jugendliche in Not International e.V.,5833130.0,0397850.9,100
03,Pankow,03191810,Kita Little Munchkins,Trelleborger Str.,5,13189,+493063962084,Reguläre Einrichtung,8126,Little Munchkins gGmbH,5823874.9,0392760.7,24
03,Pankow,03191820,Kita Cheburashka - Wisbyer Straße,Wisbyer Str.,36,13189,+493095619222,Reguläre Einrichtung,7388,Cheburashka gGmbH,5823607.6,0393459.5,32
03,Pankow,03191840,Kinderladen Pankekäfer,Ossietzkystr.,9,13187,+493049910342,Reguläre Einrichtung,8162,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,5825831.6,0392124.9,25
03,Pankow,03191870,Kita Schillerzwerge,Schillerstr.,9,13156,+493047376225,Reguläre Einrichtung,8251,MANATIkids gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),5827954.3,0392121.9,25
03,Pankow,03191880,Kita Anderland,Herthastr.,6,13189,+493081618923,Reguläre Einrichtung,7707,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,5823727.0,0393431.9,35
03,Pankow,03191890,Kita Bucher Spatzen,Wiltbergstr.,30,13125,+493094795746,Reguläre Einrichtung,8284,Hand in Hand mit Kindern gemeinnützige UG (haftungsbeschränkt),5832963.6,0397999.3,50
03,Pankow,03191910,Kita Zitterbacke,Dietzgenstr.,55,13156,+493065775309,Reguläre Einrichtung,8303,Kita Zitterbacke gGmbH,5827391.0,0391759.1,24
03,Pankow,03191920,Verbundkita Pankow - Die Wölfe Maxi,Wolfshagener Str.,68,13187,+493020093939,Reguläre Einrichtung,8929,MK MiniKitas in Berlin gGmbH,5825878.9,0392217.4,20
03,Pankow,03191930,Kita Dietzgen-Strolche,Dietzgenstr.,66A,13156,+493020093499,Reguläre Einrichtung,4939,SONA - Soziale Nachbarschaft für betreutes Wohnen gGmbH,5827512.2,0391764.7,33
03,Pankow,03191940,Kila PiWi,Pichelswerderstr.,4,13187,+493048476265,Reguläre Einrichtung,7556,Kinderschlummerland gGmbH,5825311.5,0391310.6,35
03,Pankow,03191950,Kita Freche Fledermäuse Pankow,Schönholzer Str.,2,13187,+493049907279,Reguläre Einrichtung,7448,Familien-Fenster e. V.,5825601.8,0391626.5,18
03,Pankow,03191960,Junior 1 Kita am Bürgerpark,Parkstr.,1,13187,+493067950540,Reguläre Einrichtung,8323,Junior JOEL AM BÜRGERPARK - gemeinnützige UG (haftungsbeschränkt),5825731.7,0391496.2,30
03,Pankow,03191980,Platanus Kindergarten,Stiftsweg,12A,13187,+4930437377333,Reguläre Einrichtung,7860,PLATANUS BILDUNGS gGmbH,5825975.3,0392724.2,99
03,Pankow,03191990,Kita Pankepiraten,Ossietzkystr.,6,13187,+493066866900,Reguläre Einrichtung,8162,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,5825821.5,0392168.2,18
03,Pankow,03192000,ASB Hugenottenhofkita Berlin,Hauptstr.,13A,13127,+493020046533,Reguläre Einrichtung,8353,ASB Kinder- und Jugendhilfe Berlin gGmbH,5829498.8,0393788.7,120
03,Pankow,03192010,Pankizwerge,Körnerstr.,40,13156,+493054486406,Reguläre Einrichtung,1121,Die Pankis gGmbH,5827740.7,0392243.1,19
03,Pankow,03192020,EKT Melodiekiste,Dietzgenstr.,79,13156,+493020046191,Reguläre Einrichtung,8373,MIKA e. V.,5827666.8,0391707.1,25
03,Pankow,03192040,Kita Kinderwald,Goethestr.,61,13158,+49302244505330,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,5827679.7,0388773.5,100
03,Pankow,03192050,Kita Leo Lausemaus,Dietzgenstr.,43,13156,+493028614893,Reguläre Einrichtung,8409,Kita Leo Lausemaus gemeinnützige UG (haftungsbeschränkt),5827222.5,0391773.8,25
03,Pankow,03192060,Kinderladen Leni Kirschkern,Eintrachtstr.,1,13187,+493017643311078,Reguläre Einrichtung,0772,Kirschkern e.V.,5825792.2,0392297.8,33
03,Pankow,03192070,Kita Grabbe-Kogge,Grabbeallee,45,13156,+493049400634,Reguläre Einrichtung,8575,casa bambini - Gesellschaft zur Förderung und Begleitung von Kindesentwicklung mbH,5826269.5,0391455.4,97
03,Pankow,03192080,Kinderland Ferndinand,Brehmestr.,35,13187,+493023498582,Reguläre Einrichtung,8444,Himmel und Erde Pankow e. V.,5824779.9,0391721.8,26
03,Pankow,03192090,Kita Pankekinder 2,Neue Schönholzer Str.,12,13187,+493085737834,Reguläre Einrichtung,7874,Pankekinder e. V.,5825310.7,0391693.3,27
03,Pankow,03192100,Kita Villa Her(t)zstraße,Hertzstr.,15,13158,+493092275160,Reguläre Einrichtung,8081,MASAkids gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),5827331.9,0389283.6,30
03,Pankow,03192110,Kita Glück Glück,Karower Chaussee,169B,13125,+493044677755,Reguläre Einrichtung,8433,KUBIBE gGmbH,5831557.9,0398221.1,80
03,Pankow,03192120,Kita Villa Universum,Bahnhofstr.,1,13127,+493092351478,Reguläre Einrichtung,8220,minomi gGmbH,5828480.3,0393883.0,45
03,Pankow,03192130,lara.kita,Schulstr.,2,13187,+493085737198,Reguläre Einrichtung,1311,Lara.berlin gGmbH,5825567.2,0392265.2,54
03,Pankow,03192140,Kita Die Kiezkrümel,Pankower Str.,1,13127,+493020091753,Reguläre Einrichtung,8497,Die Kiezkrümel gemeinnützige UG (haftungsbeschränkt),5827262.1,0393530.1,22
03,Pankow,03192150,Kita Knirpsentreff,Buchholzer Str.,87,13156,+493055495353,Reguläre Einrichtung,8574,Knirpsentreff GmbH,5827075.4,0392092.8,60
03,Pankow,03192160,Kita Herthastraße,Herthastr.,5,13189,+493052101592,Reguläre Einrichtung,7707,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,5823723.1,0393450.9,30
03,Pankow,03192170,EKT Hauptstadtindianer,Eichenstr.,10,13156,+493017603084527116,Reguläre Einrichtung,8631,Hauptstadtindianer e. V.,5827450.8,0391520.5,25
03,Pankow,03192180,Kita Baum und Borke,Wiltbergstr.,50,13125,+493015904022669,Reguläre Einrichtung,3696,KARUNA Zukunft für Kinder und Jugendliche in Not International e.V.,5833130.0,0397850.9,82
03,Pankow,03192190,Naturkindergarten Tante Josefine,Pankgrafenstr.,12D,13125,+4930177015773973958,Reguläre Einrichtung,9045,Tante Josefine e.V.,5830774.1,0395433.1,25
03,Pankow,03192210,Ev. Kita Friedenskirche Niederschönhausen,Marthastr.,12,13156,+493026582288,Reguläre Einrichtung,8721,Die Evangelische Gemeinde Niederschönhausen- Nordend,5827280.8,0392073.6,60
03,Pankow,03192220,Wiki - Wilhelmsruher Kinder,Goethestr.,41,13158,+493049857602,Reguläre Einrichtung,1330,Camino-Dein Weg GmbH,5827668.5,0388981.1,60
03,Pankow,03192230,"FRÖBEL - Kindergarten Sonne, Mond und Sterne",Lindenberger Weg,57,13125,+493085620039,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,5832074.1,0398926.1,71
03,Pankow,03192250,Kita Villa Kunterbunt,Kurze Str.,5,13158,+493041476621,Reguläre Einrichtung,1364,Nice Bildung gGmbH,5827559.6,0388780.3,90
03,Pankow,03192260,Kita Sonne und Mond,Güllweg,3,13156,+4930516956260,Reguläre Einrichtung,1345,Vielfarb Social gGmbH,5826513.7,0391694.4,45
03,Pankow,03192280,Kita am Wald,Wiltbergstr.,90,13125,+4930516956280,Reguläre Einrichtung,8856,Vielfarb-LHQ gGmbH,5833384.2,0397640.2,150
03,Pankow,03192300,Kita Sternenburg,Edelweißstr.,27,13158,+49305054671,Reguläre Einrichtung,8866,Kindergartenmanufaktur gUG,5827419.6,0389704.7,55
03,Pankow,03192310,Kita Sternenwiege,Hauptstr.,27,13158,+49305054671,Reguläre Einrichtung,8866,Kindergartenmanufaktur gUG,5827546.6,0389448.6,16
03,Pankow,03192320,TreeHaus,Hauptstr.,26,13158,+493023880536,Reguläre Einrichtung,8876,Weltkinder UG,5827534.9,0389397.5,21
03,Pankow,03192330,Kita Schneeflocke,Kurze Str.,5,13158,+493045198688,Reguläre Einrichtung,8882,Schneeflocke gUG,5827559.6,0388780.3,87
03,Pankow,03192350,Kita Sternenhof,Blankenburger Str.,76,13156,+493047476410,Reguläre Einrichtung,8315,SBH Nordost GmbH,5827115.2,0392699.2,65
03,Pankow,03192360,Kita Friesenkinder,Friesenstr.,86,13156,+493055597751,Reguläre Einrichtung,1330,Camino-Dein Weg GmbH,5826889.8,0390087.5,75
03,Pankow,03192370,"Kita ""Binzzwerge""",Binzstr.,35,13189,+493091208005,Reguläre Einrichtung,8628,KiTa Sterntaler gGmbH,5824947.4,0393351.8,30
03,Pankow,03192380,Kita Selma-Lagerlöf-Straße,Selma-Lagerlöf-Str.,6,13189,+493092213544,Reguläre Einrichtung,0121,Kindergärten NordOst,5824641.6,0393300.5,100
03,Pankow,03192400,"kita ""Glückspilze""",Dietzgenstr.,51,13156,+493015155169928,Reguläre Einrichtung,9044,Lask gUG,5827334.1,0391765.7,50
03,Pankow,03192410,Kita Pankeblumen,Florastr.,34,13187,+493088928910,Reguläre Einrichtung,8162,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,5825105.9,0391919.5,25
03,Pankow,03192420,"Kinderladen ""Schneeweißchen""",Beuthstr.,42,13156,+493067902,Reguläre Einrichtung,9052,A&R Hand in Hand gUG,5827452.5,0392037.9,25
03,Pankow,03192430,"Kita ""Holzweg""",Eschengraben,49A,13189,+493070096701,Reguläre Einrichtung,1330,Camino-Dein Weg GmbH,5824136.3,0393297.0,136
03,Pankow,03192440,Kita Freude Pankow 3,Wilhelm-Kuhr-Str.,88,13187,+493067800818,Reguläre Einrichtung,8295,FREUDE Kindergärten gemeinnützige GmbH,5825539.3,0391537.3,14
03,Pankow,03192460,Kita Paradiesvögel -Die Spatzen-,Pestalozzistr.,6A,13187,+493015234698799,Reguläre Einrichtung,7464,eventus Bildung gGmbH,5825787.5,0391829.1,151
03,Pankow,03192470,Kita Kleiner Fratz (heilpädagoische Gruppe),Triftstr.,27,13127,+493068072490,Heilpädagogische Gruppe,0627,Kleiner Fratz GmbH,5830270.4,0393746.9,5
03,Pankow,03192490,"Kita ""Little Flowers""",Siegfriedstr.,11C,13156,+49307760925,Reguläre Einrichtung,8126,Little Munchkins gGmbH,5827007.1,0392341.7,51
03,Pankow,03192510,Kita Thaumara,Görschstr.,11,13187,+493017621115649,Reguläre Einrichtung,8054,Kleine Spielgesellschaft gGmbH,5825107.5,0391584.5,26
03,Pankow,03192520,Humanistische Kindertagesstätte Grabbeallee,Grabbeallee,36,13156,+493046364898,Reguläre Einrichtung,1230,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",5826205.8,0391534.4,25
04,Charlottenburg-Wilmersdorf,00001130,SoKi Heilpädagogische Kita Rominter Allee,Rominter Allee,2,14053,+493051035,Heilpädagogische Gruppe,1249,Nachbarschaftsheim Schöneberg e.V.,5820068.0,0381193.2,0
04,Charlottenburg-Wilmersdorf,04070030,Kita Nordhauser Straße,Nordhauser Str.,22,10589,+493067023390,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5820725.7,0384983.4,81
04,Charlottenburg-Wilmersdorf,04070040,Kita Halemweg,Halemweg,22,13627,+4930435579920,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5822260.6,0383861.2,120
04,Charlottenburg-Wilmersdorf,04070080,Kita Länderallee,Länderallee,7,14052,+4930286970,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5819165.9,0381960.3,95
04,Charlottenburg-Wilmersdorf,04070140,Kita Württembergallee,Württembergallee,17,14052,+4930286980,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5819425.6,0381974.6,125
04,Charlottenburg-Wilmersdorf,04070180,Kita Lietzenburg,Kuno-Fischer-Str.,4,14057,+4930286990,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5818683.4,0383902.5,155
04,Charlottenburg-Wilmersdorf,04070200,Kita Walter-Benjamin-Platz,Walter-Benjamin-Platz,7,10629,+493010078690,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5818168.0,0385563.2,130
04,Charlottenburg-Wilmersdorf,04070220,Kita Goethestraße,Goethestr.,12,10623,+493019988940,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5819032.6,0385928.2,195
04,Charlottenburg-Wilmersdorf,04070240,Kita Richard-Wagner-Straße,Richard-Wagner-Str.,20,10585,+493067023680,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5819552.9,0385133.0,240
04,Charlottenburg-Wilmersdorf,04070260,Kita Schloßstraße,Schloßstr.,45,14059,+493067023670,Reguläre Einrichtung,0124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,5819587.9,0384462.4,160
04,Charlottenburg-Wilmersdorf,04070270,Kita Haubachstraße des Pestalozzi-Fröbel-Hauses,Haubachstr.,45,10585,+4930429872,Reguläre Einrichtung,0100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,5819681.8,0384603.0,60
04,Charlottenburg-Wilmersdorf,04070290,Kita Kastanienallee des Pestalozzi-Fröbel-Hauses,Kastanienallee,4,14050,+493056093,Reguläre Einrichtung,0100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,5820037.4,0382720.2,140
04,Charlottenburg-Wilmersdorf,04070300,Kita Olbersstraße des Pestalozzi-Fröbel-Hauses,Olbersstr.,40,10589,+4930449413,Reguläre Einrichtung,0100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,5821213.6,0384867.4,76
04,Charlottenburg-Wilmersdorf,04070310,Kita Pestalozzistraße des Pestalozzi-Fröbel-Hauses,Pestalozzistr.,40,10627,+4930240879,Reguläre Einrichtung,0100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,5818900.6,0384857.4,93
04,Charlottenburg-Wilmersdorf,04070320,Kinder-und Familienzentrum Schillerstraße des Pestalozzi-Fröbel-Hauses,Schillerstr.,61,10627,+4930248002,Reguläre Einrichtung,0100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,5819073.2,0384583.3,115
04,Charlottenburg-Wilmersdorf,04070340,Ev. Kita Neu Westend,Eichenallee,47,14050,+493091424685,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5820035.6,0382162.6,75
04,Charlottenburg-Wilmersdorf,04070350,Ev. Kita Luisen,Gierkeplatz,2,10585,+4930418450,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5819861.4,0384836.6,60
04,Charlottenburg-Wilmersdorf,04070360,Evangelische Kita Wunderhaus,Heckerdamm,226,13627,+493015734535004,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5822421.2,0384709.4,95
04,Charlottenburg-Wilmersdorf,04070380,Ev. Kita Lietzensee,Herbartstr.,4,14057,+4930105081,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5818505.0,0383746.5,50
04,Charlottenburg-Wilmersdorf,04070390,Ev. Kita Epiphanien,Knobelsdorffstr.,74,14059,+493044722461,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5819475.7,0383573.6,50
04,Charlottenburg-Wilmersdorf,04070400,Ev. Kita Trinitatis,Leibnizstr.,79,10625,+493081825723,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5818914.8,0385573.9,35
04,Charlottenburg-Wilmersdorf,04070410,Ev. Kita Frieden,Maikäferpfad,28,14055,+493024829,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5817624.3,0382155.3,60
04,Charlottenburg-Wilmersdorf,04070420,Ev. Kita Gustav-Adolf,Olbersstr.,15,10589,+4930442068,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5821320.8,0384661.4,63
04,Charlottenburg-Wilmersdorf,04070430,Ev. Kita Regenbogenland,Toeplerstr.,5,13627,+4930811978,Reguläre Einrichtung,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),5822264.5,0383676.2,57
04,Charlottenburg-Wilmersdorf,04070440,Kath. Kita Teresa Tauscher,Alt-Lietzow,31,10587,+49306802,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5820128.4,0385362.9,85
04,Charlottenburg-Wilmersdorf,04070460,Kath. Kita St. Kamilus,Klausenerplatz,12,14059,+4930+4930259365122,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5819994.5,0384074.4,50
04,Charlottenburg-Wilmersdorf,04070470,Kath. Kita Heilig Geist,Preußenallee,25,14052,+4930259365112,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5819539.8,0381864.8,55
04,Charlottenburg-Wilmersdorf,04070480,Kath. Kita St. Canisius,Witzlebenstr.,27,14057,+4930259365107,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,5818840.3,0384216.3,75
04,Charlottenburg-Wilmersdorf,04070490,EiKiTa Pünktchen,Alt-Lietzow,7,10587,+4930421017,Reguläre Einrichtung,0581,EiKiTa Pünktchen e. V.,5820038.3,0385184.5,16
04,Charlottenburg-Wilmersdorf,04070510,EKT - Droysen-Mäuse,Roscherstr.,14,10629,+493040759360,Reguläre Einrichtung,0600,Droysen - Mäuse e. V.,5818119.8,0384760.3,83
04,Charlottenburg-Wilmersdorf,04070580,EKT - Eichkatzweg,Eichkatzweg,11,14055,+493018968,Reguläre Einrichtung,0605,Elterninitiativ-Kindertagesstätte Eichkatzweg 11 e.V.,5817598.7,0382296.3,14
04,Charlottenburg-Wilmersdorf,04070590,EKT - Kindergruppe Lassymoss,Fredericiastr.,30,14059,+493017791,Reguläre Einrichtung,0728,Kindergruppe Lassymoss e.V.,5819258.1,0383517.7,20
04,Charlottenburg-Wilmersdorf,04070600,EKT - Kinderladen - was sonst,Friedbergstr.,5,14057,+4930245643,Reguläre Einrichtung,0743,Kindertagesstättenverein - Kinderladen - was sonst e.V.,5818525.5,0384450.6,20
04,Charlottenburg-Wilmersdorf,04070630,Kindertagesstätte Pumuckel I,Fritschestr.,58,10627,+4930247266,Reguläre Einrichtung,0910,Kindertagesstätte Pumuckel e.V.,5819058.8,0384646.6,52
04,Charlottenburg-Wilmersdorf,04070640,EKT Windmühle,Sophie-Charlotten-Str.,84,14059,+4930420649,Reguläre Einrichtung,1072,Eltern-Kinder-Tagesstätte Windmühle e. V.,5819606.5,0383849.9,21
04,Charlottenburg-Wilmersdorf,04070660,EKT Galvanistr. 14,Galvanistr.,14,10587,+4930425111,Reguläre Einrichtung,0641,EKT Galvanistr. 14 e.V.,5820078.0,0385731.3,30
04,Charlottenburg-Wilmersdorf,04070670,Kita Galvanistraße,Galvanistr.,15,10587,+4930429718,Reguläre Einrichtung,0636,Frecher Spatz e.V.,5820067.8,0385725.0,17
04,Charlottenburg-Wilmersdorf,04070680,EKT Grüne Erdferkel,Spandauer Damm,65,14059,+4930225112,Reguläre Einrichtung,0659,Grüne Erdferkel e.V.,5820105.4,0383835.9,17
04,Charlottenburg-Wilmersdorf,04070700,EKT - Kinderladen 1 Goethestraße (EG rechts),Goethestr.,13,10623,+4930123309,Reguläre Einrichtung,0748,Kinderladen Goethestraße e.V.,5818988.2,0385881.7,14
04,Charlottenburg-Wilmersdorf,04070710,EKT Grünes Nashorn,Haeselerstr.,7A,14050,+493015513,Reguläre Einrichtung,0660,Grünes Nashorn e.V.,5819544.7,0383303.8,18
04,Charlottenburg-Wilmersdorf,04070720,EKT - Eichhörnchen,Harbigstr.,14,14055,+493016926,Reguläre Einrichtung,0604,Eltern-Initiativ-Kindertagesstätte Eichhörnchen e. V.,5818298.7,0382113.6,19
04,Charlottenburg-Wilmersdorf,04070750,EKT - Flitzpiepen,Holtzendorffstr.,14,14057,+493022466696,Reguläre Einrichtung,0625,"Kinderladen ""Flitzpiepen"" e.V.",5818574.8,0384275.7,20
04,Charlottenburg-Wilmersdorf,04070770,EKT Firlefanz,Nehringstr.,19,14059,+4930217086,Reguläre Einrichtung,0760,Elterninitiativ-Kindertagesstätte Firlefanz e.V.,5819606.5,0384267.9,25
04,Charlottenburg-Wilmersdorf,04070780,EKT - Yoyo,Goethestr.,14,10625,+4930247052,Reguläre Einrichtung,1080,Yoyo e.V.,5818992.4,0385818.1,25
04,Charlottenburg-Wilmersdorf,04070820,EKT Bollerwagen Charlottenburg,Sophie-Charlotten-Str.,83B,14059,+4930105498,Reguläre Einrichtung,0547,Kita Bollerwagen Berlin gGmbH,5819591.8,0383940.7,30
04,Charlottenburg-Wilmersdorf,04070870,EKT - Kartoffelladen,Knobelsdorffstr.,24,14059,+4930216235,Reguläre Einrichtung,0705,Kartoffelladen e.V.,5819518.4,0384164.7,18
04,Charlottenburg-Wilmersdorf,04070890,EKT - Kinderbegegnungsstätte Atatürk,Nehringstr.,16A,14059,+4930227864,Reguläre Einrichtung,0720,Kinderbegegnungsstätte Atatürk e. V.,5819545.7,0384273.7,30
04,Charlottenburg-Wilmersdorf,04070900,"Kinderladen ""Geierbande""",Suarezstr.,54,14057,+4930213596,Reguläre Einrichtung,0504,"Kinderladen ""Geierbande"" e.V.",5818983.8,0384387.5,20
04,Charlottenburg-Wilmersdorf,04070910,EKT - Drunter und Drüber,Neufertstr.,12,14059,+493052646534,Reguläre Einrichtung,0603,DRUNTER und DRÜBER e.V.,5819985.9,0384263.2,22
