id,name,phone_number,places,type,sponsor_id,sponsor_name,street,zip_code,lat,lon
02051530,Musik-Kita Klimperkiste,+493072251890,28,Reguläre Einrichtung,8118,"Musik-Kita ""KLIMPERKISTE"" UG (haftungsbeschränkt)",Bänschstr. 12,10247,52.51905218913556,13.459591389358893
02051540,Kindergarten La Sonrisa,+4930+4903042088130,26,Reguläre Einrichtung,8093,Kindergarten La Sonrisa gGmbH,Rigaer Str. 4,10247,52.51808614374268,13.454870496768152
02051550,Junior 1 Kita Grünbergerhof,+493029009951,25,Reguläre Einrichtung,8285,Junior JOEL GRÜNBERGERHOF - gemeinnützige UG (haftungsbeschränkt),Grünberger Str. 26,10245,52.51254646685551,13.451133068280193
02051560,Kita Zwergenhain,+493091441733,40,Reguläre Einrichtung,7876,planned child gGmbH,Landsberger Allee 53,10249,52.525094245000574,13.442700539845703
02051570,Kita Das Schneckenhäuschen,+493042011061,25,Reguläre Einrichtung,0570,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",Weidenweg 53,10247,52.51907085799651,13.454128472319951
02051600,Kita Scharnweber Straße 47,+493023922787,25,Reguläre Einrichtung,7430,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),Scharnweberstr. 47,10247,52.51253075893859,13.467257132738466
02051620,Kita Glückskinder Stralauer Allee,+493021237324,35,Reguläre Einrichtung,8158,Glückskinder UG (haftungsbeschränkt),Stralauer Allee 18,10245,52.498369289332715,13.46215157912139
02051630,Kita Ultimo auf dem Holzmarkt,+493015168129213,33,Reguläre Einrichtung,8590,Pfeffersport e. V.,Holzmarktstr. 25,10243,52.51143442678599,13.42708544589127
02051650,Kinderhafen Spreeräuber,+493017620193231,22,Reguläre Einrichtung,8644,GRETA und JULICA gGmbH,Am Speicher 6,10245,52.495782167448255,13.475109528080642
02051660,Kita Rabbit Street,+493049085193,25,Reguläre Einrichtung,8966,tuKita la segunda gUG,Haasestr. 9,10245,52.505878981268495,13.46128238106939
02051670,Spieltraum Hausburg,+493076583689,25,Reguläre Einrichtung,7792,Spieltraum gemeinnützige UG (haftungsbeschränkt),Hausburgstr. 12,10249,52.52568186068978,13.453296368412124
02051680,Kita Klainohrhaase,+493022600901,25,Reguläre Einrichtung,8132,kleine Künstler ganz groß gGmbH,Haasestr. 14,10245,52.50612798961278,13.461002566438697
02051690,Kinderladen Fuchsbau,+493049954179,19,Reguläre Einrichtung,8763,Kinderladen Fuchsbau e. V.,Dolziger Str. 39,10247,52.51900676907403,13.467865945718193
02051700,Fröbel Kindergarten Freudenberg,+49305520797,90,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Weserstr. 43,10247,52.508369916633164,13.47012058992899
02051710,Kita Salabanda 35,+493086338421,23,Reguläre Einrichtung,7430,Salabanda gemeinnützige Gesellschaft mit beschränkter Haftung (Salabanda gGmbH),Scharnweberstr. 35,10247,52.51296278369917,13.4630641825394
02051720,Fröbel Kindergarten Flipflopz,+49306445978,68,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Mildred-Harnack-Str. 10,10243,52.506960540965245,13.440811673823744
02051740,Kinzigstr. 18,+493020050926,50,Reguläre Einrichtung,7659,oXxymoron GmbH,Kinzigstr. 18,10247,52.51357257449824,13.465226944096532
02051750,Gemeinschaftsunterkunft Simon Dach Str. (nur Sprachförderung),+493017645950544,25,Sprachförderung,8568,Edusation - gemeinnützige Gesellschaft für Integration und Sprachförderung mbH,Simon-Dach-Str. 28,10245,52.50856970878015,13.45580847752579
02051760,Kita Betti Konfetti,+493042019522,61,Reguläre Einrichtung,8806,Lebensnah Kitas gGmbH,Rigaer Str. 71,10247,52.51626489931898,13.466923784270763
02051770,Inklusionskita Salamander,+493050957289,25,Reguläre Einrichtung,9013,Kita Salamander gGmbH,Weidenweg 53,10247,52.51907085799651,13.454128472319951
02051780,Kinderhafen Krikelkrake,+493042803817,25,Reguläre Einrichtung,8644,GRETA und JULICA gGmbH,Friedenstr. 87,10249,52.52150906914012,13.436461220466
02051790,Kita Spreemöwe,+4930936758,135,Reguläre Einrichtung,0156,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,Glasbläserallee 7,10245,52.4969497445483,13.467914015157392
02051800,Kita Kinderleben,+493017647683572,20,Reguläre Einrichtung,7363,kinderleben - kind erleben e.V.,Travestr. 2,10247,52.51119148332358,13.47069161708203
02051820,FRÖBEL Kindergarten Pufendorfstraße,+49309916944,56,Reguläre Einrichtung,1227,Fröbel Bildung und Erziehung gGmbH,Pufendorfstr. 3,10249,52.52195925595046,13.437802785357764
02051830,Kinderladen Luna,+493053862958,18,Reguläre Einrichtung,1404,Kinderladen Luna e. V.,Gubener Str. 1,10243,52.515423845164534,13.444914223744826
02060010,Kita Mehringdamm 116/Kigä City,+493070509191,167,Reguläre Einrichtung,0120,Kindergärten City,Mehringdamm 116,10965,52.48643810962485,13.385622231583575
02060070,Kita Planufer 77/Kigä City,+493050586341,50,Reguläre Einrichtung,0120,Kindergärten City,Planufer 77,10967,52.49453982483666,13.411444786085314
02060080,Kita Pücklerstr. 12/Kigä City,+493022503061,108,Reguläre Einrichtung,0120,Kindergärten City,Pücklerstr. 12,10997,52.504264618834526,13.432208099090314
02060120,Kita Reichenberger Str. 92/Kigä City,+493086008639,142,Reguläre Einrichtung,0120,Kindergärten City,Reichenberger Str. 92,10999,52.49244769517617,13.4402365671872
02060150,Kita Sonnenschein,+493050587801,160,Reguläre Einrichtung,0156,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,Wartenburgstr. 6,10963,52.495678971071946,13.381263570399422
02060151,Kita Lingulino,+4930644700102,131,Reguläre Einrichtung,0156,Arbeiterwohlfahrt Kreisverband Berlin Spree-Wuhle e.V.,Solmsstr. 1,10961,52.49417816592087,13.393120990168951
02060160,Ev. Kita St. Thomas,+493069505850,40,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Bethaniendamm 27,10997,52.50583703094292,13.427524004824738
02060170,Kita Reichenberger Str. 40/Kigä City,+493023889682,100,Reguläre Einrichtung,0120,Kindergärten City,Reichenberger Str. 40,10999,52.49689934299276,13.424912827877442
02060180,Kita Lobeckstr. 11/Kigä City,+4930648793,190,Reguläre Einrichtung,0120,Kindergärten City,Lobeckstr. 11,10969,52.50025476749692,13.404844737213171
02060210,Kita Urbanstr. 62/Kigä City,+493081855930,90,Reguläre Einrichtung,0120,Kindergärten City,Urbanstr. 62,10967,52.48957272099398,13.420073928621413
02060240,Kita Planufer 81/Kigä City,+493050586501,135,Reguläre Einrichtung,0120,Kindergärten City,Planufer 81,10967,52.49469897944971,13.412651402558101
02060260,Kindertagesstätte Fontanepromenade 14,+493062735030,165,Reguläre Einrichtung,0417,Diakonisches Werk Berlin Stadtmitte e.V.,Fontanepromenade 14,10967,52.49200742078207,13.407528024375152
02060280,Kita Methfesselstr. 14/Kigä City,+493050587271,92,Reguläre Einrichtung,0120,Kindergärten City,Methfesselstr. 14,10965,52.488755170587815,13.384901083347927
02060300,Kita Kochstr. 8/Kigä City,+49304620291,185,Reguläre Einrichtung,0120,Kindergärten City,Kochstr. 8,10969,52.505582796031774,13.387988495384233
02060310,Kita Baerwaldstr. 18/Kigä City,+493029036220,185,Reguläre Einrichtung,0120,Kindergärten City,Baerwaldstr. 18,10961,52.49182999667902,13.400973712087698
02060320,Kita Lübbener Str. 6/Kigä City,+493022503002,48,Reguläre Einrichtung,0120,Kindergärten City,Lübbener Str. 6,10997,52.498694864874295,13.43704838619204
02060340,Kita Komsu,+4930166385250,130,Reguläre Einrichtung,1239,Komsu e.V. Interkulturelle Kindertagesstätte,Paul-Lincke-Ufer 12,10999,52.49269080670184,13.433051417626185
02060350,Kita Cuvrystr. 26a/Oppelner Str. 21/Kigä City,+493022502421,152,Reguläre Einrichtung,0120,Kindergärten City,Cuvrystr. 26A,10997,52.4968142730953,13.442254925512934
02060360,Kita Urbanstr. 48k/Kigä City,+493029048288,136,Reguläre Einrichtung,0120,Kindergärten City,Urbanstr. 48K,10967,52.48887394784564,13.41790878021152
02060370,INA.KINDER.Garten,+493069503790,150,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Dresdener Str. 128,10999,52.500369589075035,13.417142468101806
02060380,Kita Schlesische Str. 3-4/Kigä City,+493022503221,130,Reguläre Einrichtung,0120,Kindergärten City,Schlesische Str. 3,10997,52.50046392970828,13.442405825606484
02060400,Ev. Kita Tabor,+493069534385,103,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Cuvrystr. 36,10997,52.496894116039485,13.4437444121516
02060410,Kita Blauwal,+49306917231,36,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Schwiebusser Str. 6,10965,52.48597169966468,13.392439241276657
02060420,"Kindertagesstätte ""Faros""",+493078990740,115,Reguläre Einrichtung,0417,Diakonisches Werk Berlin Stadtmitte e.V.,Kreuzbergstr. 47,10965,52.48916176935251,13.375525836538404
02060430,Ev. Kita Emmaus-Ölberg,+493069818651,75,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Lausitzer Str. 29,10999,52.495100038597215,13.42679052257959
02060440,Ev. Kita Melanchthon,+49306919268,50,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Planufer 84,10967,52.49477825902172,13.413735689418024
02060450,Evangelische Kita Arche,+49306912499,98,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Zossener Str. 22,10961,52.49018783513966,13.393843854949859
02060460,"""Kita Leuchttum""",+49302163087,65,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Wartenburgstr. 7,10963,52.495740083915095,13.380801708853847
02060470,Ev. Kita St. Simeon,+49306142300,90,Reguläre Einrichtung,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Wassertorstr. 21A,10969,52.500473472512255,13.406595921178049
02060520,Kath. Kita St. Michael,+493025365134,77,Reguläre Einrichtung,9193,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,Dresdener Str. 29,10999,52.50437336014102,13.415198113225864
02060530,Kita Traumbaum,+493026397930,120,Reguläre Einrichtung,0107,Orte für Kinder GmbH,Dessauer Str. 27,10963,52.503771454462004,13.379065565800733
02060540,AWO Kita Kastanie,+49306114525,63,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Reichenberger Str. 122,10999,52.49528159448934,13.431864785695106
02060550,AWO Kita Löwenzahn,+49302512026,112,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Baerwaldstr. 56,10961,52.49268330569963,13.402574865534287
02060560,AWO Europakita,+49302513442,93,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Blücherstr. 46,10961,52.49107469226331,13.405966496773281
02060580,AWO Kita Wassertropfen,+49306144829,58,Reguläre Einrichtung,0150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Oranienstr. 192,10999,52.50015725820135,13.422517222714177
02060590,EKT - Zappergeck,+49306156248,25,Reguläre Einrichtung,1082,Zappergeck - Gemeinsame Betreuung und Förderung behinderter und nichtbehinderter Kinder e. V.,Alexandrinenstr. 1B,10969,52.49899372881888,13.400280633820953
02060600,Kita Milchstraße,+49302515532,62,Reguläre Einrichtung,8224,Kita Milchstraße UG(haftungsbeschränkt),Alte Jakobstr. 135,10969,52.50237522440667,13.397884481794557
02060610,EKT - Tigerente,+49306930468,16,Reguläre Einrichtung,0856,TIGERENTE e.V.,Bergmannstr. 12,10961,52.48938698366321,13.39075339959999
02060620,EKT - Nestwärme,+493061076022,70,Reguläre Einrichtung,0570,"Nestwärme - Verein zur Betreuung u. Beratung von AIDS-betroffenen Familien, Kindern u. Jugendlichen e.V.",Wrangelstr. 31,10997,52.50140058748698,13.433672821727
02060640,EKT - Pittiplatsch,+49306919580,21,Reguläre Einrichtung,0906,Pittiplatsch e.V.,Böckhstr. 21,10967,52.49333015633757,13.419741850611153
02060660,EKT Minifee,+493061620677,25,Reguläre Einrichtung,0854,Minifee e. V.,Dieffenbachstr. 76,10967,52.49411973361762,13.411094606377857
02060670,EKT Siebenschläfer,+49306146045,25,Reguläre Einrichtung,0974,Eltern - Initiativ - Kindertagesstätte Siebenschläfer e. V.,Böcklerstr. 8,10969,52.496673545074735,13.41038380346515
02060680,EKT - Mondsichel,+49306918102,36,Reguläre Einrichtung,1232,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",Boppstr. 4,10967,52.49086950526586,13.421373732957106
02060690,"Krümelkinder, Görlitzer Straße",+493061288254,25,Reguläre Einrichtung,0808,"Krümelkinder,Görlitzer Str. e.V.",Cuvrystr. 39,10997,52.49738607020656,13.443892034309131
02060730,EKT Klein und Stark,+49306123017,25,Reguläre Einrichtung,0643,Gemeindeaufbauprojekt Kreuzberg Ost e.V.,Dolziger Str. 51,10247,52.51968228067206,13.464142911125967
02060740,EKT - Rübezahl,+49306186315,17,Reguläre Einrichtung,0936,Rübezahl e.V.,Falckensteinstr. 20,10997,52.49723163138711,13.440834768822405
02060760,EKT - Knatterpampe,+49306925555,17,Reguläre Einrichtung,0793,Knatterpampe e.V.,Böckhstr. 45,10967,52.49410086734526,13.417871407118595
02060840,EKT Makke,+493040747765,22,Reguläre Einrichtung,0838,EKT Makke e.V.,Glogauer Str. 22,10999,52.492515478034896,13.436721034086776
02060870,EKT - Kindervilla Waldemar,+4930617790913,102,Reguläre Einrichtung,1106,VEREIN KINDERVILLA WALDEMAR e. V.,Johanniterstr. 17,10961,52.4961394276348,13.400108770436638
02060890,EKT - Alles Banane,+49306941812,18,Reguläre Einrichtung,0523,Alles Banane e.V.,Graefestr. 39,10967,52.489398974253156,13.414748214752192
02060930,EKT - Zippel und Zappel,+49306945500,17,Reguläre Einrichtung,1086,Zippel und Zappel e.V.,Heimstr. 15,10965,52.487170284697996,13.396949559970565
02060940,EKT Springteufel,+49306949167,16,Reguläre Einrichtung,0993,Springteufel e. V.,Mittenwalder Str. 47,10961,52.492390328896654,13.396934997612417
02060950,EKT - Trompete,+49301577381350,16,Reguläre Einrichtung,0759,Kinderladen TROMPETE e.V.,Großbeerenstr. 13,10963,52.49781653970357,13.38471188983693
02060970,EKT - Knulp,+49306921323,25,Reguläre Einrichtung,0797,Kinderladen Knulp e.V.,Jahnstr. 7,10967,52.48849403781976,13.419284830646909
02061010,EKT - Macht nix,+49307859144,15,Reguläre Einrichtung,0834,Macht nix e.V.,Katzbachstr. 12,10965,52.48876657120794,13.376472745353029
02061020,Kinder aus Kreuzberg,+493081800480,30,Reguläre Einrichtung,0719,Kinder aus Kreuzberg e.V.,Lausitzer Platz 2,10997,52.50049891915541,13.429545803344725
02061030,"EKT - Regenbogenfabrik, Block 109",+493069579514,23,Reguläre Einrichtung,0922,Regenbogenfabrik Block 109 e. V.,Lausitzer Str. 22,10999,52.495692919296374,13.426953498194678
02061040,EKT Mauseblitz,+493061284767,20,Reguläre Einrichtung,0844,EKT MAUSEBLITZ e. V.,Cuvrystr. 24,10997,52.496898582583164,13.442922232262495
02061050,Kita Kinder Werk Stadt,+493061671911,17,Reguläre Einrichtung,0809,Kinder Werk Stadt e.V.,Fichtestr. 19A,10967,52.48879491664524,13.413819922530175
02061060,EKT - Kinder einer Erde,+49306118014,28,Reguläre Einrichtung,1175,Kinder einer Erde e. V.,Lübbener Str. 26,10997,52.49872662062544,13.436525739866413
02061080,EKT - Affentanz,+49306175234,29,Reguläre Einrichtung,0517,Affentanz e.V.,Mariannenstr. 47,10997,52.50069217663845,13.42359272537677
02061090,EKT - Langer Rüssel,+49306126120,20,Reguläre Einrichtung,0818,Schülerladen `Langer Rüssel` e.V.,Mariannenstr. 48,10997,52.500815554562564,13.423675235541076
02061100,EKT - Wohnhof e.V.,+49302510316,15,Reguläre Einrichtung,1074,EKT-Wohnhof e.V.,Markgrafenstr. 8,10969,52.504524675728575,13.395406112783773
02061110,EKT - Zinnober,+49307859265,47,Reguläre Einrichtung,1085,Zinnober e.V.,Hagelberger Str. 52,10965,52.491252719844645,13.38508501459123
02061120,EKT - Krümelmonster e.V.,+493015226096396,30,Reguläre Einrichtung,0810,Krümelmonster e.V.,Möckernstr. 76,10965,52.49024680674288,13.37957622419715
02061140,EKT Muskauer Str. 30,+49306116027,14,Reguläre Einrichtung,0866,Eltern - Initiativ - Tagesstätte Muskauer Str. 30 e. V.,Muskauer Str. 30,10997,52.50318960730162,13.42600220696453
02061150,Kinderladen Muko,+49306186824,20,Reguläre Einrichtung,0754,Kinderladen Muko e.V.,Muskauer Str. 33,10997,52.502992036755806,13.426628078460979
02061160,EKT - Leierkasten,+49306126941,25,Reguläre Einrichtung,0822,Kinderladen Leierkasten e.V.,Muskauer Str. 43,10997,52.502005675999236,13.429602597757263
02061180,EKT Schokokids,+49306157699,23,Reguläre Einrichtung,7585,EKT-Schokokids e. V.,Naunynstr. 72,10997,52.501313279328656,13.422904568043291
02061200,Kinderladen Kalle Kirschkern,+493017643316649,16,Reguläre Einrichtung,0772,Kirschkern e.V.,Fidicinstr. 32,10965,52.48692317987616,13.391397126313294
02061220,EKT - Krötenpfuhl,+49306911656,18,Reguläre Einrichtung,0805,Krötenpfuhl e. V.,Heimstr. 7,10965,52.48760530455192,13.396606766684476
02061240,EKT - Kinderladen Bande,+49306119894,15,Reguläre Einrichtung,0745,Kinderladen Bande e.V.,Oranienstr. 202,10999,52.49974424822031,13.424382419041775
02061250,EKT Räuberhöhle,+49306915016,18,Reguläre Einrichtung,0920,EKT Räuberhöhle e.V.,Planufer 92,10967,52.49511702499921,13.417009990002983
02061270,EKT - Wilde 13,+49306125570,18,Reguläre Einrichtung,1041,"Verein zur Unterhaltung und Förderung der Eltern-Initiativ-Kindertagesstätte ""Wilde 13"" e.V.",Reichenberger Str. 90,10999,52.49297214358224,13.438348735692717
02061290,EKT Hollerbusch,+49306183014,33,Reguläre Einrichtung,0679,Hollerbusch e.V.,Reichenberger Str. 99,10999,52.49328890920904,13.438642430870605
02061300,EKT - Die Panzerknacker,+49306928864,36,Reguläre Einrichtung,0585,Die Panzerknacker e.V.,Riemannstr. 17,10961,52.4904909540962,13.391536475856398
02061320,EKT Optimisten,+4930+493080406757,13,Reguläre Einrichtung,0885,Eikita Optimisten e. V.,Grimmstr. 1A,10967,52.494548618786055,13.414244803620695
02061330,EKT - Plutonia,+49306184963,38,Reguläre Einrichtung,0907,P l u t o n i a e. V.,Görlitzer Str. 32,10997,52.49529510534599,13.444876243763014
02061360,EKT - Munkelrübe,+49306182063,20,Reguläre Einrichtung,0864,Waldorfkinderladen Munkelrübe e. V.,Taborstr. 21,10997,52.49740494921836,13.446628526008952
02061400,EKT - Kinderhaus Waldemar Elterninitiative,+49306141029,85,Reguläre Einrichtung,0737,Kinderhaus Waldemar - Elterninitiative e.V.,Waldemarstr. 57,10997,52.503056835672844,13.42231174475325
02061410,Kinderladen Klara Kirschkern,+493017643315560,18,Reguläre Einrichtung,0772,Kirschkern e.V.,Nostitzstr. 25,10961,52.4900633108835,13.390040845413361
02061440,Kita Willibald-Alexis-Straße,+49306928882,23,Reguläre Einrichtung,0563,EKT Combo e.V.,Willibald-Alexis-Str. 43,10965,52.48712711628255,13.396285406125997
02061460,EKT - Löwenhöhle,+49306121533,24,Reguläre Einrichtung,0831,Löwenhöhle e. V.,Wrangelstr. 63,10997,52.49736642125635,13.444517353699538
02061470,Kinderladen Jule Kirschkern,+493017643322483,30,Reguläre Einrichtung,0772,Kirschkern e.V.,Hasenheide 56,10967,52.48912513626076,13.409418786459186
02061480,EKT Lindenblüte,+49306117735,15,Reguläre Einrichtung,0829,Eltern-Initiativ-Kindertagesstätte Lindenblüte e.V.,Forster Str. 56,10999,52.4959601386088,13.4343552714655
02061490,Waldorfkindergarten Kreuzberg,+49306143087,100,Reguläre Einrichtung,1272,Waldorfkindergarten Kreuzberg e.V.,Alte Jakobstr. 10,10969,52.50345253821169,13.399026961412185
02061510,KOTTI e.V.,+49306155706,50,Reguläre Einrichtung,1240,KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.,Adalbertstr. 87,10997,52.50186961096692,13.419519573007708
02061520,Kita KOTTI,+49306153200,38,Reguläre Einrichtung,1240,KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.,Dresdener Str. 14,10999,52.500872389863126,13.41722458984931
02061530,Waldorfkindertagesstätte im Forum Kreuzberg,+493061108913,20,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Eisenbahnstr. 21,10997,52.504000057877136,13.434499806082776
02061560,Europa-Kita VAK e.V. Oranienstr. 4,+49306186319,93,Reguläre Einrichtung,1267,VAK e.V. - Kindertagesstätten,Oranienstr. 4,10997,52.49971030247483,13.4254119651051
02061600,EKT - Whistcastle of Eternia,+493084423068,17,Reguläre Einrichtung,1065,Whistcastle of Eternia e.V.,Görlitzer Str. 33,10997,52.49542732001171,13.444469419688069
02061670,"EKT - ""Wildblume"" e.V.",+493069564451,15,Reguläre Einrichtung,1099,"Integrations-Kinderladen ""Wildblume"" e.V.",Heimstr. 16,10965,52.48731900397281,13.396976554526338
02061680,Waldorfkindertagesstätte im FORUM Kreuzberg,+493061108913,0,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Köpenicker Str. 174,10997,52.50416876838481,13.435223145503192
02061690,Kita Monumentenbande e.V.,+4930+491773876294,15,Reguläre Einrichtung,0583,Monumentenbande e. V.,Monumentenstr. 16,10965,52.48766316411789,13.374298199488965
02061710,EKT Guten Tag Kinder,+49306913932,14,Reguläre Einrichtung,0661,Guten Tag Kinder e.V.,Fürbringerstr. 27,10961,52.49324998324481,13.39594772416399
02061750,Kita Oranienstraße,+493044383151,168,Reguläre Einrichtung,1202,Pfefferwerk Stadtkultur gGmbH,Oranienstr. 56,10969,52.5040730569419,13.412247375022021
02061770,EKT - Kinderladen Luftabong,+49307868430,20,Reguläre Einrichtung,0753,Kinderladen LUFTABONG e. V.,Yorckstr. 88H,10965,52.49251254800481,13.38628355785475
02061790,Kita Köpenicker Straße 174,+49306124035,24,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Köpenicker Str. 174,10997,52.50416876838481,13.435223145503192
02061800,EKT - Katzbach-Piraten,+49307855540,23,Reguläre Einrichtung,0708,KATZBACH-PIRATEN e.V.,Katzbachstr. 19,10965,52.48706469037199,13.376417596766558
02061810,EKT - Veda-Lila Kindergarten,+49306947166,15,Reguläre Einrichtung,1029,Veda-Lila-Kindergarten e.V.,Arndtstr. 42,10965,52.488026445569396,13.396036176592741
02061820,Kita Leuschnerdamm 33,+493055281303,123,Reguläre Einrichtung,0120,Kindergärten City,Leuschnerdamm 33,10999,52.50341184556584,13.417252705175432
02061830,Kita Wilhelmstr. 14a/Kigä City,+493050586581,139,Reguläre Einrichtung,0120,Kindergärten City,Wilhelmstr. 14A,10963,52.50232816736711,13.389650173889802
02061850,EKT - Tentakel,+493054594692,40,Reguläre Einrichtung,0590,Tentakel e.V.,Ohlauer Str. 39,10999,52.494470150853054,13.4295264198028
02061860,Kita Schwiebusser Str. 5/Kigä City,+493050586541,90,Reguläre Einrichtung,0120,Kindergärten City,Schwiebusser Str. 5,10965,52.48601095366453,13.393012203167677
02061870,Kita Markgrafenstraße,+493081887961,105,Reguläre Einrichtung,1312,INA.KINDER.GARTEN gGmbH,Markgrafenstr. 80,10969,52.504246143996646,13.394492427680316
02061890,Kinderladen Kreuzbären,+49306943598,20,Reguläre Einrichtung,0713,Kinderladen Kreuzbären e.V.,Boppstr. 9,10967,52.490576616107184,13.422536069849018
02061900,EKT - Der kleine Horrorladen,+493055246198,25,Reguläre Einrichtung,0575,Frühblüher e.V.,Graefestr. 84,10967,52.49414215129329,13.418874559078727
02061930,Kita Till Eulenspiegel-Kette,+493075453164,22,Reguläre Einrichtung,1259,"Eltern - Kinder - Schüler - Gruppe ""Till Eulenspiegel Kette"" e.V.",Adalbertstr. 23B,10997,52.504453911396595,13.422031862051858
02061950,Kita Till Eulenspiegel-Kette,+49306157697,16,Reguläre Einrichtung,1259,"Eltern - Kinder - Schüler - Gruppe ""Till Eulenspiegel Kette"" e.V.",Admiralstr. 20,10999,52.49573184674229,13.415586964926204
02061970,Eltern-Kind-Gruppe Kreuzberg-Nord,+49306145900,55,Reguläre Einrichtung,1237,Eltern-Kindergruppe Kreuzberg-Nord e.V.,Mariannenplatz 2A,10997,52.50350916418654,13.423869119863307
02061980,Eltern-Kinder-Schülergruppe Modell Florian,+49306148146,35,Reguläre Einrichtung,1217,"Eltern-Kinder-Gruppe ""Florian"" e. V.",Waldemarstr. 57,10997,52.503056835672844,13.42231174475325
02061990,EKT - Nasreddin,+49302510107,22,Reguläre Einrichtung,0871,Nasreddin e.V.,Großbeerenstr. 94,10963,52.50034801492447,13.386064380868897
02062000,Kita BABB Kreuzberg I,+49306119754,19,Reguläre Einrichtung,0564,TÄKS e. V.,Liegnitzer Str. 14,10999,52.49377615351174,13.434622879785925
02062030,EKT - Mondlicht I,+49306948233,51,Reguläre Einrichtung,1232,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",Böckhstr. 11,10967,52.493915952608646,13.417490629648372
02062060,EKT Herzlichtgarten,+493069533301,18,Reguläre Einrichtung,0670,Herzlichtgarten e.V.,Hasenheide 51,10967,52.488980575499745,13.410503637937923
02062070,Kita KOTTI,+49306161985,25,Reguläre Einrichtung,1240,KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.,Alte Jakobstr. 172,10969,52.50091327610828,13.397752004284904
02062080,EKT - Neumond,+49306917239,30,Reguläre Einrichtung,1232,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",Jahnstr. 14,10967,52.488524104551,13.4197182527791
02062090,Kita Spielhaus/Nachbarschaftshaus Urbanstr.,+493069049714,36,Reguläre Einrichtung,1251,Nachbarschaftshaus Urbanstr. e.V.,Urbanstr. 21,10961,52.49296888800354,13.407618493097006
02062100,Kita Tausend Fühler /Nachbarschaftshs Urbanstr.,+49306946890,25,Reguläre Einrichtung,1251,Nachbarschaftshaus Urbanstr. e.V.,Friesenstr. 4,10965,52.48846519313612,13.394245385884144
02062130,Waldorfkindertagesstätte im FORUM Kreuzberg,+493061108913,25,Reguläre Einrichtung,1223,Forum Kreuzberg e.V.,Eisenbahnstr. 9,10997,52.50249344098206,13.432959177807977
02062150,EKT - Spreesprotte,+493043920541,35,Reguläre Einrichtung,1119,Spreesprotten e. V.,Glogauer Str. 26,10999,52.493157726999236,13.437355227365709
02062170,EKT - Kulturschlüssel,+493078896675,23,Reguläre Einrichtung,1120,Kulturschlüssel e.V.,Großbeerenstr. 56C,10965,52.492168171869274,13.384108745857539
02062180,Europa-Kita VAK e.V. Reichenberger Str. 156 A.,+493061076668,80,Reguläre Einrichtung,1267,VAK e.V. - Kindertagesstätten,Reichenberger Str. 156,10999,52.49773246635588,13.423536554579227
02062190,"EKT - ""Wildblume"" e.V.",+493069564584,15,Reguläre Einrichtung,1099,"Integrations-Kinderladen ""Wildblume"" e.V.",Fidicinstr. 23,10965,52.48644857719014,13.393788626727126
